person_id,profile_title,standardized_role
31442,senior java developer,Backend Developer
31443,hadoop developer,Other IT Role
31444,full stack developer,Full Stack Developer
31445,senior java full stack developer,Full Stack Developer
31446,hadoop developer,Other IT Role
31447,aws devops engineer,DevOps Engineer
31448,sr java developer,Backend Developer
31449,sr salesforce developer/admin,Other IT Role
31450,sr full stack developer,Full Stack Developer
31451,java full stack developer,Full Stack Developer
31452,stack developer,Other IT Role
31453,sr java full stack developer,Full Stack Developer
31454,big data developer,Other IT Role
31455,sr java/aws developer,Cloud Engineer
31456,full stack java developer,Backend Developer
31457,java developer,Backend Developer
31458,android developer,Mobile App Developer
31459,technology lead,Other IT Role
31460,senior java/j2ee developer,Other IT Role
31461,sr java developer,Backend Developer
31463,sr android developer,Mobile App Developer
31464,sr full stack developer,Full Stack Developer
31465,maximus hampton,Other IT Role
31466,salesforce lightning developer technical architect,Other IT Role
31467,sr hadoop developer,Other IT Role
31468,java/j2ee developer,Other IT Role
31469,sr java/ui developer,Frontend Developer
31470,sr java/j2ee developer,Other IT Role
31471,sr hadoop developer,Other IT Role
31472,sr java/j2ee developer,Other IT Role
31473,sr java / jee developer,Other IT Role
31474,sr java developer,Backend Developer
31475,full stack java developer,Backend Developer
31476,sr ui developer,Frontend Developer
31477,sr java full stack developer,Full Stack Developer
31478,big data / hadoop lead,Other IT Role
31479,aws associate consultant,Cloud Engineer
31480,big data tech lead / architect,Other IT Role
31481,java full stack developer,Full Stack Developer
31482,project/bi technology lead,Other IT Role
31483,sr java developer-us mgd/rsc sr java developer-us mgd/rsc,Backend Developer
31484,kunal mehra,Other IT Role
31485,sr java architect,Other IT Role
31486,sr java developer / offshore lead,Backend Developer
31487,sr fullstack java/j2ee developer,Other IT Role
31488,sr java full stack developer,Full Stack Developer
31489,amit vakodkar,Other IT Role
31490,full stack java developer,Backend Developer
31491,senior software engineer,Other IT Role
31492,sr java full stack developer,Full Stack Developer
31493,sr java/j2ee developer,Other IT Role
31494,aws solution architect associate,Cloud Engineer
31496,sr full stack java developer,Backend Developer
31497,appian developer,Other IT Role
31498,job seeker,Other IT Role
31499,senior j2ee developer,Other IT Role
31500,e2e solution analyst,Other IT Role
31501,programmer analyst,Other IT Role
31502,senior mulesoft developer,Other IT Role
31503,sr mulesoft developer,Other IT Role
31504,full stack developer/ui developer,Frontend Developer
31505,release delivery manager,Other IT Role
31506,lead java developer,Backend Developer
31507,sr mobile developer,Mobile App Developer
31508,t g mercer,Other IT Role
31509,salesforce admin/ developer,Other IT Role
31510,android developer/architect,Mobile App Developer
31511,technical lead and sr java developer,Backend Developer
31512,java developer,Backend Developer
31513,salesforce developer,Other IT Role
31514,full stack web developer,Full Stack Developer
31515,hadoop developer,Other IT Role
31516,lead developer,Other IT Role
31517,java integration developer,Other IT Role
31518,java developer,Backend Developer
31519,software developer,Other IT Role
31520,full stack java developer,Backend Developer
31521,sr java full stack developer,Full Stack Developer
31522,founder full stack java and android developer,Full Stack Developer
31523,sr hadoop/spark developer,Other IT Role
31524,sr hadoop/spark developer,Other IT Role
31525,big data engineer,Other IT Role
31526,software quality engineer,Other IT Role
31528,technical consultant,Other IT Role
31529,sr servicenow admin / developer,Other IT Role
31530,core/server side java developer,Backend Developer
31531,sr hadoop developer,Other IT Role
31532,android mobile developer,Mobile App Developer
31533,sr software engineer,Other IT Role
31534,full stack java/ui developer,Frontend Developer
31535,sr ios developer,Mobile App Developer
31536,qa analyst qa analyst qa analyst,QA Engineer
31537,sr service now developer,Other IT Role
31538,hadoop spark developer,Other IT Role
31539,sr hadoop/spark developer,Other IT Role
31540,fullstack java developer,Backend Developer
31541,full stack developer,Full Stack Developer
31542,java developer,Backend Developer
31543,sr java/j2ee developer,Other IT Role
31544,java developer,Backend Developer
31545,java / j2ee developer,Other IT Role
31546,sr java/j2ee developer,Other IT Role
31547,sr java/j2ee developer,Other IT Role
31548,sr java / j2ee developer,Other IT Role
31549,sr java/ j2ee full stack developer,Full Stack Developer
31550,big data engineer,Other IT Role
31551,scala/hadoop developer,Other IT Role
31552,sr salesforce admin/ developer,Other IT Role
31553,java architect,Other IT Role
31554,mulesoft developer,Other IT Role
31555,senior ui/angular js developer,Frontend Developer
31556,java/j2ee developer,Other IT Role
31557,api developer,Other IT Role
31558,sr sales force/ java developer,Backend Developer
31559,sr salesforce lightning developer,Other IT Role
31560,salesforce lightning developer,Other IT Role
31561,sr python developer,Other IT Role
31562,android applications developer,Mobile App Developer
31563,android developer,Mobile App Developer
31564,android application developer,Mobile App Developer
31565,senior java developer,Backend Developer
31566,owner and founder,Other IT Role
31567,sr java developer,Backend Developer
31568,android developer,Mobile App Developer
31569,devops lead,DevOps Engineer
31571,sr python developer,Other IT Role
31572,senior java j2ee developer,Other IT Role
31574,project deployed in openshift environment - full stack python/react developer,Frontend Developer
31575,salesforce developer,Other IT Role
31576,big data engineer,Other IT Role
31577,river green,Other IT Role
31578,senior java engineer globant senior java engineer,Other IT Role
31579,software engineer,Other IT Role
31580,hadoop/spark developer,Other IT Role
31581,sr androidios developer,Mobile App Developer
31582,sr atg developer,Other IT Role
31583,fannie washington,Other IT Role
31584,sr hadoop developer,Other IT Role
31585,java mule esb integration developer,Other IT Role
31586,database developer,Database Administrator
31587,pavan shah,Other IT Role
31588,full stack developer,Full Stack Developer
31589,senior java/j2ee developer/programmer,Other IT Role
31590,java/j2ee lead,Other IT Role
31591,jr java developer,Backend Developer
31592,sr java-j2ee developer,Other IT Role
31593,salesforce developer/admin,Other IT Role
31594,mobile developer,Mobile App Developer
31595,sr android developer,Mobile App Developer
31596,senior application developer cum team lead,Other IT Role
31597,java technical project manager,Other IT Role
31598,java/j2ee developer,Other IT Role
31599,java development tech lead,Other IT Role
31600,software developer,Other IT Role
31601,salesforce developer,Other IT Role
31602,sr big data/hadoop developer,Other IT Role
31603,senior java developer,Backend Developer
31604,sr java cloud web service developer,Cloud Engineer
31606,sr python developer,Other IT Role
31607,sr salesforce developer admin,Other IT Role
31608,sr java /j2ee full stack developer,Full Stack Developer
31609,rajat gupta,Other IT Role
31610,lead java developer,Backend Developer
31611,sr android developer,Mobile App Developer
31612,sr full stack developer- ivr developer,Full Stack Developer
31613,sr hybris developer,Other IT Role
31614,android developer,Mobile App Developer
31615,sr java/j2ee developer,Other IT Role
31616,sr java developer,Backend Developer
31617,salesforce developer,Other IT Role
31618,stamford ct,Other IT Role
31619,full stack developer,Full Stack Developer
31620,kayla baylor,Other IT Role
31621,bill and melinda gates foundation,Other IT Role
31622,web designer/ developer,UI/UX Designer
31623,senior big data engineer,Other IT Role
31624,aem developer,Other IT Role
31625,anshul saxena,Other IT Role
31626,sr java developer,Backend Developer
31627,servicenow developer,Other IT Role
31628,senior technical specialist,Other IT Role
31629,senior spark developer hadoop developer,Other IT Role
31630,senior java developer,Backend Developer
31631,software developer,Other IT Role
31632,sr machine learning developer,Machine Learning Engineer
31633,android developer,Mobile App Developer
31634,android developer,Mobile App Developer
31635,sr android application developer,Mobile App Developer
31636,android developer,Mobile App Developer
31637,sr android developer,Mobile App Developer
31638,product maintenance engineer/tech support engineer,Other IT Role
31639,sr fullstack java developer,Backend Developer
31640,sr aem developer,Other IT Role
31641,technology lead - hadoop,Other IT Role
31642,java developer,Backend Developer
31643,sr aem developer,Other IT Role
31644,servicenow admin/ developer,Other IT Role
31645,sr big data/data engineer,Other IT Role
31646,sr full stack java developer,Backend Developer
31647,sr ruby on rails developer,Other IT Role
31648,senior java developer,Backend Developer
31649,full stack developer,Full Stack Developer
31650,senior corejava developer,Backend Developer
31651,crm salesforce developer,Other IT Role
31652,charles schwab,Other IT Role
31653,sr mulesoft developer,Other IT Role
31654,sr ruby on rails developer,Other IT Role
31656,sr java/j2ee full stack developer,Full Stack Developer
31657,tech lead oss tech lead oss tech lead oss,Other IT Role
31658,full stack developer,Full Stack Developer
31659,sr programmer analyst,Other IT Role
