person_id,institution,program,start_date,location,standardized_program,education_year
27304,baker college,bachelor of computer information systems in project management methodology and the system development life cycle,01/08,"owosso, mi",Other Education,
27305,"university of maryland - college park, md",associate degree in business man,06/1995,"college park, md",Other Education,1995
27306,national taipei university of education,ms in computer science,2018/00,computer science,Computer Science,2018
27306,university of california riverside,ba in economics,2012/00,"riverside, ca",Other Education,2012
27307,marymount university,master s in health care management and master s in information technology in health care management,04/19,"arlington, va",Information Technology,
27307,rochester institute of technology,bachelor s degree in multidisciplinary studies in applied science technology,08/11,"rochester, ny",General Science,
27308,florida atlantic university,master of business administration in business administration,08/16,"boca raton, fl",Business Administration,
27308,utica college of syracuse university,bachelor of arts in urban studies and pre in law,,"utica, ny",Other Education,
27309,colorado state university global campus,mpm in pmp equivalent,2018,,Other Education,2018
27309,marywood university,master of arts in management,2007,,Other Education,2007
27309,luzerne county community college,associates of science in broadcast technology,2002,,General Science,2002
27310,utah state university,master s in business administration,09/97,"logan, ut",Business Administration,
27310,utah state university,bachelor s in technical communication,09/93,"logan, ut",Other Education,
27311,boston university,ms in data analytics,09/18,"boston, ma",Data Science,
27311,columbia college,bs in psychology,,"columbia, mo",Other Education,
27311,kent state university,ba in justice studies,,"kent, oh",Other Education,
27312,george mason university,b.a.s. technology and innovation,06/20,"fairfax, va",Other Education,
27312,northern virginia community college,a.a.s. in business management,12/17,"manassas, va",Other Education,
27312,stonewall jackson high school,high school diploma,,"manassas, va",Other Education,
27313,portland community college,project management certificate,,"portland, or",Other Education,
27313,southern illinois university,master of public administration in public administration,,"carbondale, il",Other Education,
27313,southern illinois university,bachelor of arts in studio art,,"carbondale, il",Other Education,
27314,university of central florida,bachelor of health mgt. informatics,2017/,"orlando, fl",Other Education,2017
27314,hillsborough community college,associate of arts in medical,2013/,"tampa, fl",Other Education,2013
27315,university of maryland university college,bachelor of science,2016,"adelphi, md",General Science,2016
27315,college of southern maryland,associate of arts in general studies,2013,,Other Education,2013
27316,jamestown community college,associate in science in individual studies in it and history,2010/11,"jamestown, ny",Information Technology,2010
27317,saddleback college,associate in digital communications,08/2012,august 2012 to june 2016,Information Technology,2012
27318,skema business school,"master s degree in business education, knowledge economy and management, majored in project management",09/2009,lille 59,Other Education,2009
27319,university of california - irvine,bachelor of science in biological sciences chemistry,,"irvine, ca",General Science,
27320,st. louis community college,associates in applied science in network engineering in design,2014/20,"st. louis, mo",General Science,2014
27322,a m international university,master s in curriculum and instruction with a specialization in bilingual education,07/2019,"laredo, tx",Information Technology,2019
27322,manuela beltran university,bachelor s in computer systems engineering,03/2004,bogota,Other Education,2004
27322,manuela beltran university,project management certificate,,,Other Education,
